File,ID,Title,Requisito,Tipo,Prioridade,Complexidade,Status,Missing
Casos_de_Uso_Lote_4.md,UC-040,Entitular textos e pastas,,RF,,,Válido,
Casos_de_Uso_Lote_5.md,UC-041,Auto intitular textos e pastas,,RF,,,Válido,
Casos_de_Uso_Lote_5.md,UC-042,Categorizar textos automaticamente,,RF,,,Válido,
Casos_de_Uso_Lote_5.md,UC-043,Estabelecer uma linha de conexão entre duas palavras ou pastas,,RF,,,Válido,
Casos_de_Uso_Lote_5.md,UC-044,Estabelecer uma linha de conexão entre duas entidades,,RF,,,Válido,
Casos_de_Uso_Lote_5.md,UC-045,Visualizar conexões entre entidades,,RF,,,Válido,
Casos_de_Uso_Lote_5.md,UC-046,Reconhecer contradições no texto,,RF,,,Válido,
Casos_de_Uso_Lote_5.md,UC-047,Reconhecer contradições em textos entre pastas,,RF,,,Válido,
Casos_de_Uso_Lote_5.md,UC-048,Reconhecer contradições cronológicas,,RF,,,Válido,
Casos_de_Uso_Lote_5.md,UC-049,Reconhecer contradições entre personagens,,RF,,,Válido,
Casos_de_Uso_Lote_5.md,UC-050,Reconhecer contradições entre locais,,RF,,,Válido,
Casos_de_Uso_Lote_6.md,UC-051,Reconhecer contradições entre eventos,,RF,,,Válido,
Casos_de_Uso_Lote_6.md,UC-052,Gerar resumo de textos,,RF,,,Válido,
Casos_de_Uso_Lote_6.md,UC-053,Gerar palavras-chave automaticamente,,RF,,,Válido,
Casos_de_Uso_Lote_6.md,UC-054,Gerar sugestões de conexão,,RF,,,Válido,
Casos_de_Uso_Lote_6.md,UC-055,Criar linha do tempo,,RF,,,Válido,
Casos_de_Uso_Lote_6.md,UC-056,Relacionar eventos na linha do tempo,,RF,,,Válido,
Casos_de_Uso_Lote_6.md,UC-057,Ter visualização em grafo,,RF,,,Válido,
Casos_de_Uso_Lote_6.md,UC-058,Ter visualização cronológica,,RF,,,Válido,
Casos_de_Uso_Lote_6.md,UC-059,Montar árvores genealógicas,,RF,,,Válido,
Casos_de_Uso_Lote_6.md,UC-060,Auto montar árvores genealógicas baseados no texto,,RF,,,Válido,
Casos_de_Uso_Lote_7.md,UC-061,Listar todas atividades feitas automaticamente pelo sistema,,RF,,,Válido,
Casos_de_Uso_Lote_7.md,UC-062,Poder desenhar entre o texto,,RF,,,Válido,
Casos_de_Uso_Lote_7.md,UC-063,Ter opções de fonte,,RF,,,Válido,
Casos_de_Uso_Lote_7.md,UC-064,Exportar como zip com todas pastas textos e conexões,,RF,,,Válido,
Casos_de_Uso_Lote_7.md,UC-065,Colar imagens em textos,,RF,,,Válido,
Casos_de_Uso_Lote_7.md,UC-066,Desenhar a capa das pastas,,RF,,,Válido,
Casos_de_Uso_Lote_7.md,UC-067,Colocar imagens como capa de pastas,,RF,,,Válido,
Casos_de_Uso_Lote_7.md,UC-068,Colocar imagens como capa de textos,,RF,,,Válido,
Casos_de_Uso_Lote_7.md,UC-069,Colocar imagens e texto como capa de pastas e texto,,RF,,,Válido,
Casos_de_Uso_Lote_7.md,UC-070,Simular impacto de alterações no universo,,RF,,,Válido,
Casos_de_Uso_Lote_8.md,UC-071,Mostrar quais textos serão afetados por uma alteração,,RF,,,Válido,
Casos_de_Uso_Lote_8.md,UC-072,Mostrar cadeia de dependências entre entidades,,RF,,,Válido,
Casos_de_Uso_Lote_8.md,UC-073,Mostrar inconsistências antes de salvar,,RF,,,Válido,
Casos_de_Uso_Lote_8.md,UC-074,Explicar por que duas entidades foram conectadas,,RF,,,Válido,
Casos_de_Uso_Lote_8.md,UC-075,Explicar por que existe uma contradição,,RF,,,Válido,
Casos_de_Uso_Lote_8.md,UC-076,Permitir múltiplas linhas do tempo paralelas,,RF,,,Válido,
Casos_de_Uso_Lote_8.md,UC-077,Permitir universos alternativos,,RF,,,Válido,
Casos_de_Uso_Lote_8.md,UC-078,Comparar duas versões do universo,,RF,,,Válido,
Casos_de_Uso_Lote_8.md,UC-079,Comparar duas linhas do tempo,,RF,,,Válido,
Casos_de_Uso_Lote_8.md,UC-080,Fazer ramificacoes temporárias,,RF,,,Válido,
Casos_de_Uso_Lote_9.md,UC-081,Compartilhar projetos,,RF,,,Válido,
Casos_de_Uso_Lote_9.md,UC-082,Compartilhar textos,,RF,,,Válido,
Casos_de_Uso_Lote_9.md,UC-083,Controlar permissões de acesso,,RF,,,Válido,
Casos_de_Uso_Lote_9.md,UC-084,Personalizar interface,,RF,,,Válido,
Casos_de_Uso_Lote_9.md,UC-085,Personalizar cores,,RF,,,Válido,
Casos_de_Uso_Lote_9.md,UC-086,Personalizar ícones,,RF,,,Válido,
Casos_de_Uso_Lote_9.md,UC-087,Reconhecer OCR em imagens,,RF,,,Válido,
Casos_de_Uso_Lote_9.md,UC-088,Extrair texto de imagens,,RF,,,Válido,
Casos_de_Uso_Lote_9.md,UC-089,Gerar PDF ilustrado do universo,,RF,,,Válido,
Casos_de_Uso_Lote_9.md,UC-090,Gerar wiki automaticamente,,RF,,,Válido,
Casos_de_Uso_Lote_10.md,UC-091,Gerar documentação automaticamente,,RF,,,Válido,
Casos_de_Uso_Lote_10.md,UC-092,Padronizar nomes automaticamente,,RF,,,Válido,
Casos_de_Uso_Lote_10.md,UC-093,Visualizar estatísticas do projeto,,RF,,,Válido,
Casos_de_Uso_Lote_10.md,UC-094,Visualizar entidades mais conectadas,,RF,,,Válido,
Casos_de_Uso_Lote_10.md,UC-095,Visualizar textos mais relacionados,,RF,,,Válido,
Casos_de_Uso_Lote_10.md,UC-096,Filtrar grafo por tipo,,RF,,,Válido,
Casos_de_Uso_Lote_10.md,UC-097,Filtrar grafo por período,,RF,,,Válido,
Casos_de_Uso_Lote_10.md,UC-098,Filtrar grafo por personagem,,RF,,,Válido,
Casos_de_Uso_Lote_10.md,UC-099,Criar mapas geográficos,,RF,,,Válido,
Casos_de_Uso_Lote_10.md,UC-100,Relacionar locais ao mapa,,RF,,,Válido,
Casos_de_Uso_Lote_11.md,UC-101,Posicionar entidades no mapa,,RF,,,Válido,
Casos_de_Uso_Lote_11.md,UC-102,Criar mapas mentais,,RF,,,Válido,
Casos_de_Uso_Lote_11.md,UC-103,Converter grafo em mapa mental,,RF,,,Válido,
Casos_de_Uso_Lote_11.md,UC-104,Converter mapa mental em grafo,,RF,,,Válido,
Casos_de_Uso_Lote_11.md,UC-105,Gerar perguntas sobre o universo,,RF,,,Válido,
Casos_de_Uso_Lote_11.md,UC-106,Responder perguntas sobre o universo,,RF,,,Válido,
Casos_de_Uso_Lote_11.md,UC-107,Identificar entidades automaticamente,,RF,,,Válido,
Casos_de_Uso_Lote_11.md,UC-108,Atualizar entidades automaticamente,,RF,,,Válido,
Casos_de_Uso_Lote_11.md,UC-109,Fundir entidades duplicadas,,RF,,,Válido,
Casos_de_Uso_Lote_11.md,UC-110,Criar hyperlinks entre textos,,RF,,,Válido,
Casos_de_Uso_Lote_12.md,UC-111,Criar hyperlinks externos,,RF,,,Válido,
Casos_de_Uso_Lote_12.md,UC-112,Visualizar backlinks,,RF,,,Válido,
Casos_de_Uso_Lote_12.md,UC-113,Criar automaticamente hyperlinks e backlinks,,RF,,,Válido,
Casos_de_Uso_Lote_12.md,UC-114,Comentar em textos,,RF,,,Válido,
Casos_de_Uso_Lote_12.md,UC-115,Adicionar anotações,,RF,,,Válido,
Casos_de_Uso_Lote_12.md,UC-116,Adicionar lembretes,,RF,,,Válido,
Casos_de_Uso_Lote_12.md,UC-117,Criar múltiplos projetos,,RF,,,Válido,
Casos_de_Uso_Lote_12.md,UC-118,Alternar entre projetos,,RF,,,Válido,
Casos_de_Uso_Lote_12.md,UC-119,Duplicar projeto,,RF,,,Válido,
Casos_de_Uso_Lote_12.md,UC-120,Importar projetos,,RF,,,Válido,
Casos_de_Uso_Lote_13.md,UC-121,Exportar projetos,,RF,,,Válido,
Casos_de_Uso_Lote_13.md,UC-122,Desfazer alterações,,RF,,,Válido,
Casos_de_Uso_Lote_13.md,UC-123,Refazer alterações,,RF,,,Válido,
Casos_de_Uso_Lote_13.md,UC-124,Histórico de versões,,RF,,,Válido,
Casos_de_Uso_Lote_13.md,UC-125,Restaurar versões anteriores,,RF,,,Válido,
Casos_de_Uso_Lote_13.md,UC-126,Favoritar textos,,RF,,,Válido,
Casos_de_Uso_Lote_13.md,UC-127,Arquivar textos,,RF,,,Válido,
Casos_de_Uso_Lote_13.md,UC-128,Fixar textos,,RF,,,Válido,
Casos_de_Uso_Lote_13.md,UC-129,Cadastrar e autenticar usuários,,RF,,,Válido,
Casos_de_Uso_Lote_13.md,UC-130,Recuperar senha,,RF,,,Válido,
Casos_de_Uso_Lote_14.md,UC-131,Editar perfil do usuário,,RF,,,Válido,
Casos_de_Uso_Lote_14.md,UC-132,Edição colaborativa em tempo real,,RF,,,Válido,
Casos_de_Uso_Lote_14.md,UC-133,Mencionar usuários em comentários,,RF,,,Válido,
Casos_de_Uso_Lote_14.md,UC-134,Notificar usuários sobre alterações relevantes,,RF,,,Válido,
Casos_de_Uso_Lote_14.md,UC-135,Convidar colaboradores por link,,RF,,,Válido,
Casos_de_Uso_Lote_14.md,UC-136,Registrar log de quem editou o quê e quando,,RF,,,Válido,
Casos_de_Uso_Lote_14.md,UC-137,Criar modelos de textos,,RF,,,Válido,
Casos_de_Uso_Lote_14.md,UC-138,Criar modelos de estrutura de pastas,,RF,,,Válido,
Casos_de_Uso_Lote_14.md,UC-139,Definir metas de escrita (palavras/dia),,RF,,,Válido,
Casos_de_Uso_Lote_14.md,UC-140,Acompanhar sequência de dias escrevendo (streak),,RF,,,Válido,
Casos_de_Uso_Lote_15.md,UC-141,Modo foco / tela sem distrações,,RF,,,Válido,
Casos_de_Uso_Lote_15.md,UC-142,Atalhos de teclado personalizáveis,,RF,,,Válido,
Casos_de_Uso_Lote_15.md,UC-143,Corretor ortográfico e gramatical,,RF,,,Válido,
Casos_de_Uso_Lote_15.md,UC-144,Detectar excesso de repetição de palavras (estilo),,RF,,,Válido,
Casos_de_Uso_Lote_15.md,UC-145,Analisar ritmo/pacing do texto,,RF,,,Válido,
Casos_de_Uso_Lote_15.md,UC-146,Detectar variações de nome do mesmo personagem,,RF,,,Válido,
Casos_de_Uso_Lote_15.md,UC-147,Sugerir fusão de entidades semelhantes automaticamente,,RF,,,Válido,
Casos_de_Uso_Lote_15.md,UC-148,Analisar arco emocional do texto por capítulo,,RF,,,Válido,
Casos_de_Uso_Lote_15.md,UC-149,Mapear arco de desenvolvimento de personagem,,RF,,,Válido,
Casos_de_Uso_Lote_15.md,UC-150,"Marcar papel narrativo (protagonista, antagonista, secundário)",,RF,,,Válido,
Casos_de_Uso_Lote_16.md,UC-151,Verificar consistência de idade/data de nascimento de personagens,,RF,,,Válido,
Casos_de_Uso_Lote_16.md,UC-152,"Marcar status do texto (rascunho, revisão, finalizado)",,RF,,,Válido,
Casos_de_Uso_Lote_16.md,UC-153,Criar fluxo de aprovação/revisão entre colaboradores,,RF,,,Válido,
Casos_de_Uso_Lote_16.md,UC-154,Favoritar pastas,,RF,,,Válido,
Casos_de_Uso_Lote_16.md,UC-155,Fixar pastas,,RF,,,Válido,
Casos_de_Uso_Lote_16.md,UC-156,Arquivar pastas,,RF,,,Válido,
Casos_de_Uso_Lote_16.md,UC-157,Mover para lixeira com restauração posterior,,RF,,,Válido,
Casos_de_Uso_Lote_16.md,UC-158,Responder perguntas citando a fonte (texto/trecho),,RF,,,Válido,
Casos_de_Uso_Lote_16.md,UC-159,Alternar tema claro/escuro,,RF,,,Válido,
Casos_de_Uso_Lote_16.md,UC-160,Suporte a leitor de tela (acessibilidade),,RF,,,Válido,
Casos_de_Uso_Lote_17.md,UC-161,Exportar textos em formato PDF,,RF,,,Válido,
Casos_de_Uso_Lote_17.md,UC-162,Exportar textos em formato EPUB,,RF,,,Válido,
Casos_de_Uso_Lote_17.md,UC-163,Exportar textos em formato DOCX,,RF,,,Válido,
Casos_de_Uso_Lote_17.md,UC-164,Visualizar modo tela cheia (editor),,RF,,,Válido,
Casos_de_Uso_Lote_17.md,UC-165,Criar cronologia alternativa (linha do tempo paralela),,RF,,,Válido,
Casos_de_Uso_Lote_17.md,UC-166,Alternar entre cronologias,,RF,,,Válido,
Casos_de_Uso_Lote_17.md,UC-167,Associar eventos da cronologia a locais específicos,,RF,,,Válido,
Casos_de_Uso_Lote_17.md,UC-168,Visualizar eventos no mapa geográfico,,RF,,,Válido,
Casos_de_Uso_Lote_17.md,UC-169,Filtrar eventos por personagem,,RF,,,Válido,
Casos_de_Uso_Lote_17.md,UC-170,Filtrar eventos por local,,RF,Alta,Média,Incompleto,"Prioridade, Complexidade"
Casos_de_Uso_Lote_18.md,UC-171,Exportar cronologia (PDF/imagem),,RF,,,Válido,
Casos_de_Uso_Lote_18.md,UC-172,Visualizar árvore genealógica de personagens,,RF,,,Válido,
Casos_de_Uso_Lote_18.md,UC-173,"Criar relações de parentesco (pai, mãe, filhos, cônjuges)",,RF,,,Válido,
Casos_de_Uso_Lote_18.md,UC-174,Atualizar árvore genealógica automaticamente a partir de relações,,RF,,,Válido,
Casos_de_Uso_Lote_18.md,UC-175,Visualizar linhagem familiar (ascendentes/descendentes),,RF,,,Válido,
Casos_de_Uso_Lote_18.md,UC-176,Marcar facção/organização do personagem,,RF,,,Válido,
Casos_de_Uso_Lote_18.md,UC-177,Filtrar personagens por facção/organização,,RF,,,Válido,
Casos_de_Uso_Lote_18.md,UC-178,Visualizar rede de facções (grafo de organizações),,RF,,,Válido,
Casos_de_Uso_Lote_18.md,UC-179,Criar brasão/insígnia de facções (gerador visual ou upload),,RF,,,Válido,
Casos_de_Uso_Lote_18.md,UC-180,Associar locais a facções (território de controle),,RF,Alta,Alta,Incompleto,"Prioridade, Complexidade"
Casos_de_Uso_Lote_19.md,UC-181,Associar eventos à facção,,RF,,,Válido,
Casos_de_Uso_Lote_19.md,UC-182,Visualizar histórico de guerras e tratados,,RF,,,Válido,
Casos_de_Uso_Lote_19.md,UC-183,Cadastrar idiomas fictícios,,RF,,,Válido,
Casos_de_Uso_Lote_19.md,UC-184,Traduzir palavras/frases para idioma fictício (dicionário),,RF,,,Válido,
Casos_de_Uso_Lote_19.md,UC-185,Gerador de nomes com base no idioma fictício,,RF,,,Válido,
Casos_de_Uso_Lote_19.md,UC-186,Estimar tempo de leitura do texto,,RF,,,Válido,
Casos_de_Uso_Lote_19.md,UC-187,"Modo leitura (sem edição, layout limpo)",,RF,,,Válido,
Casos_de_Uso_Lote_19.md,UC-188,Exportar para HTML,,RF,,,Válido,
Casos_de_Uso_Lote_19.md,UC-189,Exportar para Markdown,,RF,,,Válido,
Casos_de_Uso_Lote_19.md,UC-190,Exportar para TXT,,RF,Alta,Baixa,Incompleto,"Prioridade, Complexidade"
Casos_de_Uso_Lote_20.md,UC-191,Importar textos em formato HTML,,RF,,,Válido,
Casos_de_Uso_Lote_20.md,UC-192,Importar textos em formato Markdown,,RF,,,Válido,
Casos_de_Uso_Lote_20.md,UC-193,Importar textos em formato TXT,,RF,,,Válido,
Casos_de_Uso_Lote_20.md,UC-194,Importar textos em formato DOCX,,RF,,,Válido,
Casos_de_Uso_Lote_20.md,UC-195,Visualizar histórico de alterações por colaborador,,RF,,,Válido,
Casos_de_Uso_Lote_20.md,UC-196,Comparar versões de textos (diff side-by-side),,RF,,,Válido,
Casos_de_Uso_Lote_20.md,UC-197,Restaurar versão específica,,RF,,,Válido,
Casos_de_Uso_Lote_20.md,UC-198,Criar ramificação do texto (branch) para testes,,RF,,,Válido,
Casos_de_Uso_Lote_20.md,UC-199,Mesclar ramificação de volta ao texto principal (merge),,RF,,,Válido,
Casos_de_Uso_Lote_20.md,UC-200,Gerenciar conflitos na mesclagem,,RF,Média,Alta,Incompleto,"Prioridade, Complexidade"
Casos_de_Uso_Lote_21.md,UC-201,Visualizar estatísticas de produtividade do colaborador,,RF,,,Válido,
Casos_de_Uso_Lote_21.md,UC-202,Exportar estatísticas do projeto (CSV/PDF),,RF,,,Válido,
Casos_de_Uso_Lote_21.md,UC-203,Criar metas de produtividade em equipe,,RF,,,Válido,
Casos_de_Uso_Lote_21.md,UC-204,Acompanhar progresso da equipe (meta coletiva),,RF,,,Válido,
Casos_de_Uso_Lote_21.md,UC-205,Alternar permissão de escrita de pasta (bloquear/liberar),,RF,,,Válido,
Casos_de_Uso_Lote_21.md,UC-206,Transferir propriedade do projeto,,RF,,,Válido,
Casos_de_Uso_Lote_21.md,UC-207,Remover colaboradores do projeto,,RF,,,Válido,
Casos_de_Uso_Lote_21.md,UC-208,Sair do projeto colaborativo,,RF,,,Válido,
Casos_de_Uso_Lote_21.md,UC-209,Rebaixar permissão de colaborador para leitor,,RF,,,Válido,
Casos_de_Uso_Lote_21.md,UC-210,Promover permissão de leitor para colaborador,,RF,Alta,Baixa,Incompleto,"Prioridade, Complexidade"
Casos_de_Uso_Lote_22.md,UC-211,Visualizar lista de colaboradores online no projeto,,RF,,,Válido,
Casos_de_Uso_Lote_22.md,UC-212,Bloquear edições em arquivos específicos (concorrente),,RF,,,Válido,
Casos_de_Uso_Lote_22.md,UC-213,Visualizar quem está editando qual arquivo/campo (cursor),,RF,,,Válido,
Casos_de_Uso_Lote_22.md,UC-214,Enviar mensagens de chat internas no projeto,,RF,,,Válido,
Casos_de_Uso_Lote_22.md,UC-215,Criar canais de chat por assunto/pasta,,RF,,,Válido,
Casos_de_Uso_Lote_22.md,UC-216,Arquivar mensagens do chat,,RF,,,Válido,
Casos_de_Uso_Lote_22.md,UC-217,Limpar histórico de chat,,RF,,,Válido,
Casos_de_Uso_Lote_22.md,UC-218,Fixar mensagens importantes no chat,,RF,,,Válido,
Casos_de_Uso_Lote_22.md,UC-219,Notificar sobre novas mensagens no chat,,RF,,,Válido,
Casos_de_Uso_Lote_22.md,UC-220,Configurar notificações de e-mail (frequência),,RF,,,Válido,
Casos_de_Uso_Lote_23.md,UC-221,Configurar notificações push (sistema),,RF,,,Válido,
Casos_de_Uso_Lote_23.md,UC-222,Integrar com Google Drive (salvamento/exportação),,RF,,,Válido,
Casos_de_Uso_Lote_23.md,UC-223,Integrar com Dropbox,,RF,,,Válido,
Casos_de_Uso_Lote_23.md,UC-224,Integrar com OneDrive,,RF,,,Válido,
Casos_de_Uso_Lote_23.md,UC-225,Exportar projeto em formato compactado (.zip),,RF,,,Válido,
Casos_de_Uso_Lote_23.md,UC-226,Importar projeto de formato compactado (.zip),,RF,,,Válido,
Casos_de_Uso_Lote_23.md,UC-227,Restaurar backup completo do projeto,,RF,,,Válido,
Casos_de_Uso_Lote_23.md,UC-228,Criar ponto de restauração manual (backup),,RF,,,Válido,
Casos_de_Uso_Lote_23.md,UC-229,Enviar notificações por e-mail (comentários/menções),,RF,,,Válido,
Casos_de_Uso_Lote_23.md,UC-230,Ativar/desativar notificações por e-mail no perfil,,RF,Alta,Baixa,Incompleto,"Prioridade, Complexidade"
Casos_de_Uso_Lote_24.md,UC-231,Autenticação em dois fatores (2FA),,RF,,,Válido,
Casos_de_Uso_Lote_24.md,UC-232,Login com chave de segurança física (WebAuthn/FIDO2),,RF,,,Válido,
Casos_de_Uso_Lote_24.md,UC-233,Visualizar histórico de sessões ativas (dispositivos),,RF,,,Válido,
Casos_de_Uso_Lote_24.md,UC-234,Revogar sessão ativa (deslogar remotamente),,RF,,,Válido,
Casos_de_Uso_Lote_24.md,UC-235,Alterar senha logado (confirmar senha atual),,RF,,,Válido,
Casos_de_Uso_Lote_24.md,UC-236,Excluir conta de usuário (LGPD/GDPR),,RF,,,Válido,
Casos_de_Uso_Lote_24.md,UC-237,"Integração com login social (Google, Apple, Facebook)",,RF,,,Válido,
Casos_de_Uso_Lote_24.md,UC-238,Baixar todos os dados do usuário (portabilidade),,RF,,,Válido,
Casos_de_Uso_Lote_24.md,UC-239,Suporte a múltiplos idiomas no sistema (i18n),,RF,,,Válido,
Casos_de_Uso_Lote_24.md,UC-240,Alternar idioma do sistema,,RF,Média,Baixa,Incompleto,"Prioridade, Complexidade"
Casos_de_Uso_Lote_25.md,UC-241,Suporte a atalhos de teclado para leitores de tela,,RF,,,Válido,
Casos_de_Uso_Lote_25.md,UC-242,Contraste ajustável (acessibilidade),,RF,,,Válido,
Casos_de_Uso_Lote_25.md,UC-243,Aumentar/diminuir tamanho da fonte (acessibilidade),,RF,,,Válido,
Casos_de_Uso_Lote_25.md,UC-244,Alternar fonte do editor (serifada/sem serifa/mono),,RF,,,Válido,
Casos_de_Uso_Lote_25.md,UC-245,Habilitar modo tela cheia no modo leitura,,RF,,,Válido,
Casos_de_Uso_Lote_25.md,UC-246,Visualizar sumário interativo do texto (tabela de conteúdos),,RF,,,Válido,
Casos_de_Uso_Lote_25.md,UC-247,Gerar sumário automaticamente a partir de títulos,,RF,,,Válido,
Casos_de_Uso_Lote_25.md,UC-248,Reorganizar capítulos arrastando no sumário,,RF,,,Válido,
Casos_de_Uso_Lote_25.md,UC-249,Buscar no sumário interativo,,RF,,,Válido,
Casos_de_Uso_Lote_25.md,UC-250,Criar sumário personalizado,,RF,Média,Média,Incompleto,"Prioridade, Complexidade"
Casos_de_Uso_Lote_26.md,UC-251,Cadastrar árvore de tecnologias/magias (sistema),,RF,,,Válido,
Casos_de_Uso_Lote_26.md,UC-252,Associar tecnologias/magias a personagens (habilidades),,RF,,,Válido,
Casos_de_Uso_Lote_26.md,UC-253,Associar tecnologias/magias a facções (desenvolvimento),,RF,,,Válido,
Casos_de_Uso_Lote_26.md,UC-254,Visualizar árvore de tecnologias/magias (grafo de progresso),,RF,,,Válido,
Casos_de_Uso_Lote_26.md,UC-255,Filtrar árvore de tecnologias/magias por personagem,,RF,,,Válido,
Casos_de_Uso_Lote_26.md,UC-256,Filtrar árvore de tecnologias/magias por facção,,RF,,,Válido,
Casos_de_Uso_Lote_26.md,UC-257,Cadastrar religiões/mitologias,,RF,,,Válido,
Casos_de_Uso_Lote_26.md,UC-258,Associar personagens a religiões/mitologias (crença),,RF,,,Válido,
Casos_de_Uso_Lote_26.md,UC-259,Associar locais a religiões/mitologias (locais sagrados),,RF,,,Válido,
Casos_de_Uso_Lote_26.md,UC-260,Visualizar mapa de religiões/mitologias (influência),,RF,Média,Alta,Incompleto,"Prioridade, Complexidade"
Casos_de_Uso_Lote_27.md,UC-261,Cadastrar eventos de timeline com múltiplos finais,,RF,,,Válido,
Casos_de_Uso_Lote_27.md,UC-262,Visualizar ramos alternativos na cronologia (paralelas),,RF,,,Válido,
Casos_de_Uso_Lote_27.md,UC-263,Mesclar ramos alternativos na cronologia,,RF,,,Válido,
Casos_de_Uso_Lote_27.md,UC-264,Exportar cronologia interativa em formato HTML/JS,,RF,,,Válido,
Casos_de_Uso_Lote_27.md,UC-265,Criar conexões entre mapas geográficos (mapas aninhados/regiões),,RF,,,Válido,
Casos_de_Uso_Lote_27.md,UC-266,Navegar entre mapas aninhados (zoom in/out de região),,RF,,,Válido,
Casos_de_Uso_Lote_27.md,UC-267,Importar mapas geográficos (arquivos de imagem),,RF,,,Válido,
Casos_de_Uso_Lote_27.md,UC-268,Exportar mapas geográficos (imagem com pinos),,RF,,,Válido,
Casos_de_Uso_Lote_27.md,UC-269,Associar imagens a entidades no mapa (fotos/capas),,RF,,,Válido,
Casos_de_Uso_Lote_27.md,UC-270,Visualizar galeria de imagens do projeto,,RF,Média,Média,Incompleto,"Prioridade, Complexidade"
Casos_de_Uso_Lote_28.md,UC-271,Pesquisar imagens por tag/entidade,,RF,,,Válido,
Casos_de_Uso_Lote_28.md,UC-272,Excluir imagens da galeria,,RF,,,Válido,
Casos_de_Uso_Lote_28.md,UC-273,Compactar imagens automaticamente no upload (otimização),,RF,,,Válido,
Casos_de_Uso_Lote_28.md,UC-274,Baixar imagens individuais da galeria,,RF,,,Válido,
Casos_de_Uso_Lote_28.md,UC-275,Exportar todas as imagens do projeto (.zip),,RF,,,Válido,
Casos_de_Uso_Lote_28.md,UC-276,Cadastrar fichas de criaturas/monstros (bestiário),,RF,,,Válido,
Casos_de_Uso_Lote_28.md,UC-277,Associar locais a criaturas/monstros (habitat),,RF,,,Válido,
Casos_de_Uso_Lote_28.md,UC-278,Filtrar criaturas/monstros por local (habitat),,RF,,,Válido,
